
      	X(nS)     	Ch1(mV)      
 414  	4.0352    	-2.062576   
 415  	4.0449    	-2.234451   
 416  	4.0547    	-2.140701   
 417  	4.0645    	-2.437576   
 418  	4.0743    	-2.296951   
 419  	4.0840    	-2.218826   
 420  	4.0938    	-1.906326   
 421  	4.1036    	-2.390701   
 422  	4.1133    	-2.265701   
 423  	4.1231    	-2.281326   
 424  	4.1329    	-2.125076   
 425  	4.1426    	-1.953201   
 426  	4.1524    	-1.937576   
 427  	4.1622    	-1.984451   
 428  	4.1720    	-2.031326   
 429  	4.1817    	-2.031326   
 430  	4.1915    	-2.031326   
 431  	4.2013    	-2.328201   
 432  	4.2110    	-2.265701   
 433  	4.2208    	-2.171951   
 434  	4.2306    	-2.265701   
 435  	4.2404    	-2.390701   
 436  	4.2501    	-2.250076   
 437  	4.2599    	-2.453201   
 438  	4.2697    	-2.531326   
 439  	4.2794    	-2.390701   
 440  	4.2892    	-2.406326   
 441  	4.2990    	-2.578201   
 442  	4.3087    	-2.312576   
 443  	4.3185    	-2.140701   
 444  	4.3283    	-2.234451   
 445  	4.3381    	-2.234451   
 446  	4.3478    	-2.171951   
 447  	4.3576    	-2.046951   
 448  	4.3674    	-2.015701   
 449  	4.3771    	-2.046951   
 450  	4.3869    	-2.343826   
 451  	4.3967    	-2.156326   
 452  	4.4064    	-2.203201   
 453  	4.4162    	-2.203201   
 454  	4.4260    	-2.046951   
 455  	4.4358    	-1.921951   
 456  	4.4455    	-2.000076   
 457  	4.4553    	-2.296951   
 458  	4.4651    	-2.281326   
 459  	4.4748    	-2.171951   
 460  	4.4846    	-2.250076   
 461  	4.4944    	-2.218826   
 462  	4.5042    	-2.046951   
 463  	4.5139    	-2.031326   
 464  	4.5237    	-2.265701   
 465  	4.5335    	-2.156326   
 466  	4.5432    	-2.468826   
 467  	4.5530    	-2.468826   
 468  	4.5628    	-2.187576   
 469  	4.5725    	-2.203201   
 470  	4.5823    	-2.109451   
 471  	4.5921    	-2.203201   
 472  	4.6019    	-2.031326   
 473  	4.6116    	-2.125076   
 474  	4.6214    	-2.359451   
 475  	4.6312    	-2.140701   
 476  	4.6409    	-2.203201   
 477  	4.6507    	-2.031326   
 478  	4.6605    	-2.109451   
 479  	4.6702    	-2.109451   
 480  	4.6800    	-2.125076   
 481  	4.6898    	-2.250076   
 482  	4.6996    	-2.406326   
 483  	4.7093    	-2.343826   
 484  	4.7191    	-2.109451   
 485  	4.7289    	-2.109451   
 486  	4.7386    	-1.984451   
 487  	4.7484    	-2.000076   
 488  	4.7582    	-2.109451   
 489  	4.7680    	-2.437576   
 490  	4.7777    	-2.328201   
 491  	4.7875    	-2.390701   
 492  	4.7973    	-2.062576   
 493  	4.8070    	-1.921951   
 494  	4.8168    	-2.109451   
 495  	4.8266    	-2.187576   
 496  	4.8363    	-2.468826   
 497  	4.8461    	-2.343826   
 498  	4.8559    	-2.343826   
 499  	4.8657    	-2.312576   
 500  	4.8754    	-2.421951   
 501  	4.8852    	-2.187576   
 502  	4.8950    	-2.093826   
 503  	4.9047    	-2.109451   
 504  	4.9145    	-2.203201   
 505  	4.9243    	-2.312576   
 506  	4.9341    	-2.375076   
 507  	4.9438    	-2.203201   
 508  	4.9536    	-2.187576   
 509  	4.9634    	-2.250076   
 510  	4.9731    	-1.953201   
 511  	4.9829    	-1.906326   
 512  	4.9927    	-2.156326   
 513  	5.0024    	-2.218826   
 514  	5.0122    	-2.203201   
 515  	5.0220    	-2.078201   
 516  	5.0318    	-2.343826   
 517  	5.0415    	-2.421951   
 518  	5.0513    	-2.218826   
 519  	5.0611    	-2.171951   
 520  	5.0708    	-2.343826   
 521  	5.0806    	-2.171951   
 522  	5.0904    	-2.218826   
 523  	5.1001    	-2.171951   
 524  	5.1099    	-2.171951   
 525  	5.1197    	-2.062576   
 526  	5.1295    	-2.359451   
 527  	5.1392    	-2.312576   
 528  	5.1490    	-2.078201   
 529  	5.1588    	-1.968826   
 530  	5.1685    	-2.328201   
 531  	5.1783    	-2.062576   
 532  	5.1881    	-1.968826   
 533  	5.1979    	-2.046951   
 534  	5.2076    	-2.218826   
 535  	5.2174    	-2.343826   
 536  	5.2272    	-2.375076   
 537  	5.2369    	-2.140701   
 538  	5.2467    	-2.312576   
 539  	5.2565    	-2.234451   
 540  	5.2662    	-2.218826   
 541  	5.2760    	-2.140701   
 542  	5.2858    	-2.343826   
 543  	5.2956    	-2.218826   
 544  	5.3053    	-2.125076   
 545  	5.3151    	-2.359451   
 546  	5.3249    	-2.218826   
 547  	5.3346    	-2.171951   
 548  	5.3444    	-2.140701   
 549  	5.3542    	-2.171951   
 550  	5.3639    	-2.250076   
 551  	5.3737    	-2.203201   
 552  	5.3835    	-2.093826   
 553  	5.3933    	-2.140701   
 554  	5.4030    	-2.171951   
 555  	5.4128    	-2.125076   
 556  	5.4226    	-2.343826   
 557  	5.4323    	-2.187576   
 558  	5.4421    	-2.250076   
 559  	5.4519    	-2.468826   
 560  	5.4617    	-2.375076   
 561  	5.4714    	-2.515701   
 562  	5.4812    	-2.375076   
 563  	5.4910    	-2.234451   
 564  	5.5007    	-2.000076   
 565  	5.5105    	-2.140701   
 566  	5.5203    	-1.984451   
 567  	5.5300    	-2.140701   
 568  	5.5398    	-2.171951   
 569  	5.5496    	-2.390701   
 570  	5.5594    	-2.437576   
 571  	5.5691    	-2.171951   
 572  	5.5789    	-2.000076   
 573  	5.5887    	-2.109451   
 574  	5.5984    	-2.312576   
 575  	5.6082    	-2.203201   
 576  	5.6180    	-2.296951   
 577  	5.6277    	-1.890701   
 578  	5.6375    	-2.093826   
 579  	5.6473    	-2.093826   
 580  	5.6571    	-2.296951   
 581  	5.6668    	-2.562576   
 582  	5.6766    	-2.140701   
 583  	5.6864    	-2.250076   
 584  	5.6961    	-2.062576   
 585  	5.7059    	-2.328201   
 586  	5.7157    	-2.390701   
 587  	5.7255    	-2.093826   
 588  	5.7352    	-2.156326   
 589  	5.7450    	-2.203201   
 590  	5.7548    	-2.140701   
 591  	5.7645    	-2.296951   
 592  	5.7743    	-2.234451   
 593  	5.7841    	-2.171951   
 594  	5.7938    	-2.234451   
 595  	5.8036    	-2.140701   
 596  	5.8134    	-2.093826   
 597  	5.8232    	-2.234451   
 598  	5.8329    	-2.171951   
 599  	5.8427    	-2.109451   
 600  	5.8525    	-1.968826   
 601  	5.8622    	-1.343826   
 602  	5.8720    	-1.312576   
 603  	5.8818    	-1.500076   
 604  	5.8915    	-2.296951   
 605  	5.9013    	-3.125137   
 606  	5.9111    	-3.468887   
