
      	X(nS)     	Ch1(mV)      
 573  	27.9433   	0.546858    
 574  	27.9922   	1.046858    
 575  	28.0410   	0.921858    
 576  	28.0899   	1.265608    
 577  	28.1387   	0.921858    
 578  	28.1876   	0.468733    
 579  	28.2364   	0.234358    
 580  	28.2853   	0.078108    
 581  	28.3341   	0.187483    
 582  	28.3830   	0.546858    
 583  	28.4319   	0.374983    
 584  	28.4807   	0.453108    
 585  	28.5296   	0.484358    
 586  	28.5784   	0.531233    
 587  	28.6273   	0.624983    
 588  	28.6761   	0.781233    
 589  	28.7250   	0.656233    
 590  	28.7738   	0.312483    
 591  	28.8227   	0.609358    
 592  	28.8715   	0.406233    
 593  	28.9204   	0.703108    
 594  	28.9692   	0.281233    
 595  	29.0181   	0.249983    
 596  	29.0669   	0.374983    
 597  	29.1158   	0.609358    
 598  	29.1646   	0.687483    
 599  	29.2135   	0.406233    
 600  	29.2623   	0.359358    
 601  	29.3112   	0.406233    
 602  	29.3600   	0.515608    
 603  	29.4089   	0.484358    
 604  	29.4577   	0.562483    
 605  	29.5066   	0.609358    
 606  	29.5554   	0.937483    
 607  	29.6043   	0.906233    
 608  	29.6532   	0.656233    
 609  	29.7020   	0.374983    
 610  	29.7509   	0.328108    
 611  	29.7997   	0.187483    
 612  	29.8486   	0.390608    
 613  	29.8974   	-0.015642   
 614  	29.9463   	0.078108    
 615  	29.9951   	0.093733    
 616  	30.0440   	0.374983    
 617  	30.0928   	0.624983    
 618  	30.1417   	0.874983    
 619  	30.1905   	0.890608    
 620  	30.2394   	0.546858    
 621  	30.2882   	0.468733    
 622  	30.3371   	0.562483    
 623  	30.3859   	0.609358    
 624  	30.4348   	0.640608    
 625  	30.4836   	0.671858    
 626  	30.5325   	0.359358    
 627  	30.5813   	0.234358    
 628  	30.6302   	0.328108    
 629  	30.6790   	0.312483    
 630  	30.7279   	0.296858    
 631  	30.7767   	0.343733    
 632  	30.8256   	0.390608    
 633  	30.8745   	0.437483    
 634  	30.9233   	0.765608    
 635  	30.9722   	0.609358    
 636  	31.0210   	0.390608    
 637  	31.0699   	0.562483    
 638  	31.1187   	0.828108    
 639  	31.1676   	0.390608    
 640  	31.2164   	0.468733    
 641  	31.2653   	0.265608    
 642  	31.3141   	0.437483    
 643  	31.3630   	0.156233    
 644  	31.4118   	0.437483    
 645  	31.4607   	0.453108    
 646  	31.5095   	0.218733    
 647  	31.5584   	0.453108    
 648  	31.6072   	0.499983    
 649  	31.6561   	0.437483    
 650  	31.7049   	0.718733    
 651  	31.7538   	0.499983    
 652  	31.8026   	0.515608    
 653  	31.8515   	0.578108    
 654  	31.9003   	0.593733    
 655  	31.9492   	0.734358    
 656  	31.9980   	0.499983    
 657  	32.0469   	0.281233    
 658  	32.0957   	0.437483    
 659  	32.1446   	0.374983    
 660  	32.1935   	0.609358    
 661  	32.2423   	0.531233    
 662  	32.2912   	0.421858    
 663  	32.3400   	0.953108    
 664  	32.3889   	0.406233    
 665  	32.4377   	0.562483    
 666  	32.4866   	0.437483    
 667  	32.5354   	0.406233    
 668  	32.5843   	0.421858    
 669  	32.6331   	0.421858    
 670  	32.6820   	0.156233    
 671  	32.7308   	0.421858    
 672  	32.7797   	0.406233    
 673  	32.8285   	0.296858    
 674  	32.8774   	0.234358    
 675  	32.9262   	0.296858    
 676  	32.9751   	0.328108    
 677  	33.0239   	0.515608    
 678  	33.0728   	0.265608    
 679  	33.1216   	0.390608    
 680  	33.1705   	0.531233    
 681  	33.2193   	0.687483    
 682  	33.2682   	0.640608    
 683  	33.3170   	0.656233    
 684  	33.3659   	0.374983    
 685  	33.4148   	0.484358    
 686  	33.4636   	0.390608    
 687  	33.5125   	0.328108    
 688  	33.5613   	0.390608    
 689  	33.6102   	0.531233    
 690  	33.6590   	0.484358    
 691  	33.7079   	0.703108    
 692  	33.7567   	0.437483    
 693  	33.8056   	0.531233    
 694  	33.8544   	0.562483    
 695  	33.9033   	0.562483    
 696  	33.9521   	0.531233    
 697  	34.0010   	0.421858    
 698  	34.0498   	0.609358    
 699  	34.0987   	0.734358    
 700  	34.1475   	0.796858    
 701  	34.1964   	0.484358    
 702  	34.2452   	0.484358    
 703  	34.2941   	0.328108    
 704  	34.3429   	0.562483    
 705  	34.3918   	0.453108    
 706  	34.4406   	0.437483    
 707  	34.4895   	0.218733    
 708  	34.5383   	0.406233    
 709  	34.5872   	0.624983    
 710  	34.6361   	0.515608    
 711  	34.6849   	0.484358    
 712  	34.7338   	0.296858    
 713  	34.7826   	0.124983    
 714  	34.8315   	0.390608    
 715  	34.8803   	0.499983    
 716  	34.9292   	0.374983    
 717  	34.9780   	0.468733    
 718  	35.0269   	0.312483    
 719  	35.0757   	0.265608    
 720  	35.1246   	0.249983    
 721  	35.1734   	0.453108    
 722  	35.2223   	0.359358    
 723  	35.2711   	0.312483    
 724  	35.3200   	0.531233    
 725  	35.3688   	0.484358    
 726  	35.4177   	0.578108    
 727  	35.4665   	0.843733    
 728  	35.5154   	0.515608    
 729  	35.5642   	0.249983    
 730  	35.6131   	0.062483    
 731  	35.6619   	0.265608    
 732  	35.7108   	0.468733    
 733  	35.7596   	0.281233    
 734  	35.8085   	0.359358    
 735  	35.8574   	0.578108    
 736  	35.9062   	0.437483    
 737  	35.9551   	0.312483    
 738  	36.0039   	0.484358    
 739  	36.0528   	0.578108    
 740  	36.1016   	0.718733    
 741  	36.1505   	0.421858    
 742  	36.1993   	0.656233    
 743  	36.2482   	0.546858    
 744  	36.2970   	0.499983    
 745  	36.3459   	0.484358    
 746  	36.3947   	0.593733    
 747  	36.4436   	0.421858    
 748  	36.4924   	0.359358    
 749  	36.5413   	0.124983    
 750  	36.5901   	0.359358    
 751  	36.6390   	0.546858    
 752  	36.6878   	0.343733    
 753  	36.7367   	0.453108    
 754  	36.7855   	0.468733    
 755  	36.8344   	0.687483    
 756  	36.8832   	0.484358    
 757  	36.9321   	0.437483    
 758  	36.9809   	0.421858    
 759  	37.0298   	0.328108    
 760  	37.0787   	0.656233    
 761  	37.1275   	0.640608    
 762  	37.1764   	0.156233    
 763  	37.2252   	0.203108    
 764  	37.2741   	0.468733    
 765  	37.3229   	0.374983    
 766  	37.3718   	0.359358    
 767  	37.4206   	0.515608    
 768  	37.4695   	0.406233    
 769  	37.5183   	0.281233    
 770  	37.5672   	0.328108    
 771  	37.6160   	0.359358    
 772  	37.6649   	0.484358    
 773  	37.7137   	0.296858    
 774  	37.7626   	0.593733    
 775  	37.8114   	0.234358    
 776  	37.8603   	0.562483    
 777  	37.9091   	0.265608    
 778  	37.9580   	0.421858    
 779  	38.0068   	0.468733    
 780  	38.0557   	0.312483    
 781  	38.1045   	0.421858    
 782  	38.1534   	0.515608    
 783  	38.2022   	0.484358    
 784  	38.2511   	0.374983    
 785  	38.3000   	0.468733    
 786  	38.3488   	0.515608    
 787  	38.3977   	0.578108    
 788  	38.4465   	0.390608    
 789  	38.4954   	0.656233    
 790  	38.5442   	0.609358    
 791  	38.5931   	0.359358    
 792  	38.6419   	0.593733    
 793  	38.6908   	0.406233    
 794  	38.7396   	0.281233    
 795  	38.7885   	0.484358    
 796  	38.8373   	0.359358    
 797  	38.8862   	0.671858    
 798  	38.9350   	0.390608    
 799  	38.9839   	0.484358    
 800  	39.0327   	0.406233    
 801  	39.0816   	0.390608    
 802  	39.1304   	0.265608    
 803  	39.1793   	0.312483    
 804  	39.2281   	0.546858    
 805  	39.2770   	0.374983    
 806  	39.3258   	0.703108    
 807  	39.3747   	0.671858    
 808  	39.4235   	0.484358    
 809  	39.4724   	0.406233    
 810  	39.5213   	0.578108    
 811  	39.5701   	0.390608    
 812  	39.6190   	0.484358    
 813  	39.6678   	0.484358    
 814  	39.7167   	0.499983    
 815  	39.7655   	0.218733    
 816  	39.8144   	0.406233    
 817  	39.8632   	0.437483    
 818  	39.9121   	0.765608    
 819  	39.9609   	0.328108    
 820  	40.0098   	0.437483    
 821  	40.0586   	0.515608    
 822  	40.1075   	0.656233    
 823  	40.1563   	0.484358    
 824  	40.2052   	0.249983    
 825  	40.2540   	0.468733    
 826  	40.3029   	0.703108    
 827  	40.3517   	0.546858    
 828  	40.4006   	0.656233    
 829  	40.4494   	0.453108    
 830  	40.4983   	0.312483    
 831  	40.5471   	0.468733    
 832  	40.5960   	0.546858    
 833  	40.6448   	0.640608    
 834  	40.6937   	0.374983    
 835  	40.7425   	0.296858    
 836  	40.7914   	0.562483    
 837  	40.8403   	0.640608    
 838  	40.8891   	0.749983    
 839  	40.9380   	0.593733    
 840  	40.9868   	0.718733    
 841  	41.0357   	0.687483    
 842  	41.0845   	0.624983    
 843  	41.1334   	0.703108    
 844  	41.1822   	0.468733    
 845  	41.2311   	0.468733    
 846  	41.2799   	0.218733    
 847  	41.3288   	0.468733    
 848  	41.3776   	0.124983    
 849  	41.4265   	0.156233    
 850  	41.4753   	0.156233    
 851  	41.5242   	0.437483    
 852  	41.5730   	0.718733    
 853  	41.6219   	0.578108    
 854  	41.6707   	0.609358    
 855  	41.7196   	0.328108    
 856  	41.7684   	0.124983    
 857  	41.8173   	0.515608    
 858  	41.8661   	0.593733    
 859  	41.9150   	0.437483    
 860  	41.9638   	0.421858    
 861  	42.0127   	0.656233    
 862  	42.0616   	0.687483    
 863  	42.1104   	0.562483    
 864  	42.1593   	0.687483    
 865  	42.2081   	0.374983    
