
      	X(nS)     	Ch1(mV)      
 707  	31.7303   	136.365540  
 708  	31.7753   	135.215637  
 709  	31.8202   	133.849915  
 710  	31.8652   	134.065613  
 711  	31.9101   	135.071838  
 712  	31.9551   	134.424973  
 713  	32.0000   	133.849915  
 714  	32.0449   	133.778137  
 715  	32.0899   	132.556213  
 716  	32.1348   	132.268738  
 717  	32.1798   	132.843689  
 718  	32.2247   	132.628113  
 719  	32.2697   	132.628113  
 720  	32.3146   	133.131165  
 721  	32.3596   	132.124924  
 722  	32.4045   	131.981262  
 723  	32.4494   	131.118713  
 724  	32.4944   	130.615540  
 725  	32.5393   	130.256165  
 726  	32.5843   	129.681213  
 727  	32.6292   	129.393738  
 728  	32.6742   	130.759338  
 729  	32.7191   	131.262512  
 730  	32.7640   	132.053040  
 731  	32.8090   	131.549973  
 732  	32.8539   	130.759338  
 733  	32.8989   	131.262512  
 734  	32.9438   	131.118713  
 735  	32.9888   	131.765564  
 736  	33.0337   	131.693665  
 737  	33.0787   	131.765564  
 738  	33.1236   	131.693665  
 739  	33.1685   	130.759338  
 740  	33.2135   	130.399963  
 741  	33.2584   	130.256165  
 742  	33.3034   	130.759338  
 743  	33.3483   	130.471848  
 744  	33.3933   	131.046814  
 745  	33.4382   	130.112488  
 746  	33.4831   	130.615540  
 747  	33.5281   	130.256165  
 748  	33.5730   	130.687424  
 749  	33.6180   	131.262512  
 750  	33.6629   	130.974899  
 751  	33.7079   	131.478088  
 752  	33.7528   	131.406189  
 753  	33.7978   	130.256165  
 754  	33.8427   	131.478088  
 755  	33.8876   	131.837448  
 756  	33.9326   	131.621872  
 757  	33.9775   	131.046814  
 758  	34.0225   	131.478088  
 759  	34.0674   	131.478088  
 760  	34.1124   	132.124924  
 761  	34.1573   	130.903137  
 762  	34.2022   	131.046814  
 763  	34.2472   	130.759338  
 764  	34.2921   	130.759338  
 765  	34.3371   	131.046814  
 766  	34.3820   	132.484314  
 767  	34.4270   	132.484314  
 768  	34.4719   	133.131165  
 769  	34.5169   	131.765564  
 770  	34.5618   	131.334290  
 771  	34.6067   	132.340637  
 772  	34.6517   	132.053040  
 773  	34.6966   	132.053040  
 774  	34.7416   	132.340637  
 775  	34.7865   	132.628113  
 776  	34.8315   	131.909363  
 777  	34.8764   	131.549973  
 778  	34.9213   	131.621872  
 779  	34.9663   	132.196838  
 780  	35.0112   	131.765564  
 781  	35.0562   	132.196838  
 782  	35.1011   	132.196838  
