
      	X(nS)     	Ch1(mV)      
 433  	19.4157   	-82.641899  
 434  	19.4607   	-82.498161  
 435  	19.5056   	-82.570061  
 436  	19.5506   	-82.570061  
 437  	19.5955   	-82.857544  
 438  	19.6404   	-82.857544  
 439  	19.6854   	-83.216919  
 440  	19.7303   	-82.929436  
 441  	19.7753   	-83.576294  
 442  	19.8202   	-82.785645  
 443  	19.8652   	-83.216919  
 444  	19.9101   	-82.570061  
 445  	19.9551   	-83.216919  
 446  	20.0000   	-82.641899  
 447  	20.0449   	-82.785645  
 448  	20.0899   	-83.935669  
 449  	20.1348   	-83.720024  
 450  	20.1798   	-83.001274  
 451  	20.2247   	-82.929436  
 452  	20.2697   	-83.504395  
 453  	20.3146   	-84.726311  
 454  	20.3596   	-84.295044  
 455  	20.4045   	-83.576294  
 456  	20.4494   	-83.863770  
 457  	20.4944   	-83.648186  
 458  	20.5393   	-84.007561  
 459  	20.5843   	-84.295044  
 460  	20.6292   	-83.360649  
 461  	20.6742   	-83.863770  
 462  	20.7191   	-84.366936  
 463  	20.7640   	-82.929436  
 464  	20.8090   	-83.073174  
 465  	20.8539   	-82.426270  
 466  	20.8989   	-82.426270  
 467  	20.9438   	-82.570061  
 468  	20.9888   	-83.001274  
 469  	21.0337   	-83.288811  
 470  	21.0787   	-83.360649  
 471  	21.1236   	-84.007561  
 472  	21.1685   	-83.648186  
 473  	21.2135   	-82.282524  
 474  	21.2584   	-81.851311  
 475  	21.3034   	-82.929436  
 476  	21.3483   	-83.360649  
 477  	21.3933   	-82.498161  
 478  	21.4382   	-82.785645  
 479  	21.4831   	-83.216919  
 480  	21.5281   	-83.504395  
 481  	21.5730   	-83.432549  
 482  	21.6180   	-82.570061  
 483  	21.6629   	-83.216919  
 484  	21.7079   	-83.720024  
 485  	21.7528   	-83.720024  
 486  	21.7978   	-83.720024  
 487  	21.8427   	-84.079399  
 488  	21.8876   	-83.720024  
 489  	21.9326   	-82.713799  
 490  	21.9775   	-83.360649  
 491  	22.0225   	-83.935669  
 492  	22.0674   	-83.648186  
 493  	22.1124   	-82.354424  
 494  	22.1573   	-83.073174  
 495  	22.2022   	-83.145020  
 496  	22.2472   	-83.576294  
 497  	22.2921   	-82.641899  
 498  	22.3371   	-82.857544  
 499  	22.3820   	-83.216919  
 500  	22.4270   	-82.929436  
 501  	22.4719   	-83.216919  
 502  	22.5169   	-83.001274  
 503  	22.5618   	-82.498161  
 504  	22.6067   	-83.720024  
 505  	22.6517   	-83.863770  
 506  	22.6966   	-83.504395  
 507  	22.7416   	-83.720024  
 508  	22.7865   	-84.007561  
 509  	22.8315   	-83.863770  
